age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,was_previously_contacted,age_band,has_any_loan,call_intensity,pdays_bucket,month_index,month_sin,month_cos,balance_per_age
41,management,married,secondary,no,280,1,0,cellular,27,feb,87,2,-1,0,unknown,yes,0,35-49,1,2.0,never,2,0.8660254037844386,0.5000000000000001,6.829268292682927
46,technician,married,secondary,no,3434,0,1,cellular,27,feb,115,1,-1,0,unknown,yes,0,35-49,1,1.0,never,2,0.8660254037844386,0.5000000000000001,74.65217391304348
42,unemployed,married,tertiary,no,576,0,0,cellular,27,feb,156,1,-1,0,unknown,yes,0,35-49,0,1.0,never,2,0.8660254037844386,0.5000000000000001,13.714285714285714
28,technician,single,secondary,no,1363,0,0,cellular,27,feb,79,1,-1,0,unknown,yes,0,25-34,0,1.0,never,2,0.8660254037844386,0.5000000000000001,48.67857142857143
39,blue-collar,single,primary,no,581,1,0,cellular,27,feb,233,1,270,1,other,yes,1,35-49,1,0.5,>90d,2,0.8660254037844386,0.5000000000000001,14.897435897435898
42,services,married,secondary,no,1376,1,0,cellular,2,mar,712,4,-1,0,unknown,yes,0,35-49,1,4.0,never,3,1.0,6.123233995736766e-17,32.76190476190476
35,services,married,secondary,no,52,1,0,cellular,2,mar,378,4,-1,0,unknown,yes,0,25-34,1,4.0,never,3,1.0,6.123233995736766e-17,1.4857142857142858
55,technician,married,secondary,no,0,1,1,cellular,2,mar,116,1,-1,0,unknown,yes,0,50-64,1,1.0,never,3,1.0,6.123233995736766e-17,0.0
37,technician,married,tertiary,no,549,0,0,cellular,2,mar,239,1,-1,0,unknown,yes,0,35-49,0,1.0,never,3,1.0,6.123233995736766e-17,14.837837837837839
29,management,single,tertiary,no,92,0,0,cellular,2,mar,175,5,-1,0,unknown,yes,0,25-34,0,5.0,never,3,1.0,6.123233995736766e-17,3.1724137931034484
49,management,married,tertiary,no,2881,0,0,cellular,2,mar,120,3,-1,0,unknown,yes,0,35-49,0,3.0,never,3,1.0,6.123233995736766e-17,58.795918367346935
44,technician,single,secondary,no,250,0,0,telephone,2,mar,382,2,-1,0,unknown,yes,0,35-49,0,2.0,never,3,1.0,6.123233995736766e-17,5.681818181818182
54,admin.,married,secondary,no,602,0,0,cellular,3,mar,143,2,-1,0,unknown,yes,0,50-64,0,2.0,never,3,1.0,6.123233995736766e-17,11.148148148148149
28,management,single,tertiary,no,730,1,0,cellular,3,mar,631,1,-1,0,unknown,yes,0,25-34,1,1.0,never,3,1.0,6.123233995736766e-17,26.071428571428573
30,admin.,single,secondary,no,523,0,1,cellular,3,mar,83,1,-1,0,unknown,yes,0,25-34,1,1.0,never,3,1.0,6.123233995736766e-17,17.433333333333334
47,technician,married,secondary,no,293,0,0,cellular,3,mar,499,1,-1,0,unknown,yes,0,35-49,0,1.0,never,3,1.0,6.123233995736766e-17,6.23404255319149
34,blue-collar,single,secondary,no,215,0,0,cellular,3,mar,350,3,-1,0,unknown,yes,0,25-34,0,3.0,never,3,1.0,6.123233995736766e-17,6.323529411764706
37,unknown,single,tertiary,no,0,0,0,cellular,3,mar,426,1,-1,0,unknown,yes,0,35-49,0,1.0,never,3,1.0,6.123233995736766e-17,0.0
25,self-employed,single,tertiary,no,42,1,0,cellular,3,mar,320,1,-1,0,unknown,yes,0,<25,1,1.0,never,3,1.0,6.123233995736766e-17,1.68
29,technician,single,secondary,no,316,1,0,cellular,3,mar,156,1,-1,0,unknown,yes,0,25-34,1,1.0,never,3,1.0,6.123233995736766e-17,10.89655172413793
62,management,married,secondary,no,4562,1,0,cellular,3,mar,168,1,-1,0,unknown,yes,0,50-64,1,1.0,never,3,1.0,6.123233995736766e-17,73.58064516129032
58,management,divorced,secondary,no,10180,0,0,cellular,3,mar,180,2,-1,0,unknown,yes,0,50-64,0,2.0,never,3,1.0,6.123233995736766e-17,175.51724137931035
46,management,married,tertiary,no,0,0,0,cellular,3,mar,305,13,-1,0,unknown,yes,0,35-49,0,13.0,never,3,1.0,6.123233995736766e-17,0.0
56,retired,married,tertiary,no,281,0,0,cellular,3,mar,96,2,-1,0,unknown,yes,0,50-64,0,2.0,never,3,1.0,6.123233995736766e-17,5.017857142857143
33,management,married,tertiary,no,250,0,0,cellular,4,mar,377,6,-1,0,unknown,yes,0,25-34,0,6.0,never,3,1.0,6.123233995736766e-17,7.575757575757576
27,student,single,tertiary,no,0,0,0,cellular,5,mar,82,3,-1,0,unknown,yes,0,25-34,0,3.0,never,3,1.0,6.123233995736766e-17,0.0
60,retired,married,secondary,no,404,0,0,cellular,5,mar,308,2,196,2,failure,yes,1,50-64,0,0.6666666666666666,>90d,3,1.0,6.123233995736766e-17,6.733333333333333
32,management,single,tertiary,no,506,0,0,cellular,5,mar,63,2,-1,0,unknown,yes,0,25-34,0,2.0,never,3,1.0,6.123233995736766e-17,15.8125
83,retired,divorced,primary,no,1097,0,0,telephone,5,mar,181,1,-1,0,unknown,yes,0,65+,0,1.0,never,3,1.0,6.123233995736766e-17,13.216867469879517
35,self-employed,married,tertiary,no,3698,1,0,cellular,5,mar,106,1,-1,0,unknown,yes,0,25-34,1,1.0,never,3,1.0,6.123233995736766e-17,105.65714285714286
31,management,divorced,tertiary,no,883,1,0,cellular,5,mar,112,2,106,1,failure,yes,1,25-34,1,1.0,>90d,3,1.0,6.123233995736766e-17,28.483870967741936
30,student,single,tertiary,no,2539,0,0,telephone,5,mar,199,5,-1,0,unknown,yes,0,25-34,0,5.0,never,3,1.0,6.123233995736766e-17,84.63333333333334
29,technician,married,secondary,no,2326,0,0,cellular,6,mar,195,1,-1,0,unknown,yes,0,25-34,0,1.0,never,3,1.0,6.123233995736766e-17,80.20689655172414
36,management,single,tertiary,no,811,0,0,cellular,6,mar,229,1,-1,0,unknown,yes,0,35-49,0,1.0,never,3,1.0,6.123233995736766e-17,22.52777777777778
57,management,married,tertiary,no,256,0,0,cellular,6,mar,227,1,-1,0,unknown,yes,0,50-64,0,1.0,never,3,1.0,6.123233995736766e-17,4.491228070175438
21,blue-collar,single,secondary,no,682,0,0,cellular,6,mar,266,1,-1,0,unknown,yes,0,<25,0,1.0,never,3,1.0,6.123233995736766e-17,32.476190476190474
44,management,single,tertiary,no,483,0,0,cellular,6,mar,207,2,199,6,success,yes,1,35-49,0,0.2857142857142857,>90d,3,1.0,6.123233995736766e-17,10.977272727272727
23,management,single,tertiary,no,1506,0,0,cellular,9,mar,131,4,-1,0,unknown,yes,0,<25,0,4.0,never,3,1.0,6.123233995736766e-17,65.47826086956522
34,management,single,tertiary,no,575,0,0,cellular,9,mar,116,1,-1,0,unknown,yes,0,25-34,0,1.0,never,3,1.0,6.123233995736766e-17,16.91176470588235
32,self-employed,married,secondary,no,409,0,0,cellular,9,mar,217,2,-1,0,unknown,yes,0,25-34,0,2.0,never,3,1.0,6.123233995736766e-17,12.78125
37,unemployed,single,tertiary,no,1316,1,0,cellular,10,mar,350,2,112,3,failure,yes,1,35-49,1,0.5,>90d,3,1.0,6.123233995736766e-17,35.567567567567565
35,management,single,tertiary,no,671,1,0,cellular,10,mar,112,1,-1,0,unknown,yes,0,25-34,1,1.0,never,3,1.0,6.123233995736766e-17,19.17142857142857
47,management,married,tertiary,no,2351,0,0,cellular,10,mar,80,1,-1,0,unknown,yes,0,35-49,0,1.0,never,3,1.0,6.123233995736766e-17,50.02127659574468
61,management,married,tertiary,no,997,0,0,cellular,10,mar,106,1,-1,0,unknown,yes,0,50-64,0,1.0,never,3,1.0,6.123233995736766e-17,16.34426229508197
30,management,single,tertiary,no,4808,0,0,cellular,10,mar,272,1,-1,0,unknown,yes,0,25-34,0,1.0,never,3,1.0,6.123233995736766e-17,160.26666666666668
70,retired,married,secondary,no,6422,0,0,cellular,10,mar,122,1,-1,0,unknown,yes,0,65+,0,1.0,never,3,1.0,6.123233995736766e-17,91.74285714285715
52,management,married,tertiary,no,31,0,0,cellular,10,mar,135,1,-1,0,unknown,yes,0,50-64,0,1.0,never,3,1.0,6.123233995736766e-17,0.5961538461538461
28,management,single,secondary,no,171,0,0,cellular,10,mar,93,1,-1,0,unknown,yes,0,25-34,0,1.0,never,3,1.0,6.123233995736766e-17,6.107142857142857
57,management,married,tertiary,no,2681,0,0,cellular,11,mar,266,2,-1,0,unknown,yes,0,50-64,0,2.0,never,3,1.0,6.123233995736766e-17,47.03508771929825
24,admin.,single,tertiary,no,-61,0,0,cellular,11,mar,95,4,-1,0,unknown,yes,0,<25,0,4.0,never,3,1.0,6.123233995736766e-17,-2.5416666666666665
32,management,married,tertiary,no,8929,0,0,cellular,11,mar,126,1,-1,0,unknown,yes,0,25-34,0,1.0,never,3,1.0,6.123233995736766e-17,279.03125
65,housemaid,married,primary,no,715,0,0,cellular,11,mar,323,1,-1,0,unknown,yes,0,50-64,0,1.0,never,3,1.0,6.123233995736766e-17,11.0
44,management,married,tertiary,no,1058,0,0,cellular,11,mar,188,3,-1,0,unknown,yes,0,35-49,0,3.0,never,3,1.0,6.123233995736766e-17,24.045454545454547
32,entrepreneur,single,tertiary,no,-34,1,0,cellular,11,mar,101,1,-1,0,unknown,yes,0,25-34,1,1.0,never,3,1.0,6.123233995736766e-17,-1.0625
33,technician,single,tertiary,no,258,0,0,cellular,12,mar,80,4,-1,0,unknown,yes,0,25-34,0,4.0,never,3,1.0,6.123233995736766e-17,7.818181818181818
53,services,divorced,secondary,no,0,0,0,cellular,12,mar,80,2,-1,0,unknown,yes,0,50-64,0,2.0,never,3,1.0,6.123233995736766e-17,0.0
31,management,divorced,tertiary,no,71,0,0,cellular,12,mar,119,1,-1,0,unknown,yes,0,25-34,0,1.0,never,3,1.0,6.123233995736766e-17,2.2903225806451615
58,self-employed,married,tertiary,no,5810,0,0,cellular,12,mar,139,1,-1,0,unknown,yes,0,50-64,0,1.0,never,3,1.0,6.123233995736766e-17,100.17241379310344
30,management,single,tertiary,no,3473,0,0,cellular,12,mar,1209,2,-1,0,unknown,yes,0,25-34,0,2.0,never,3,1.0,6.123233995736766e-17,115.76666666666667
47,blue-collar,married,secondary,no,238,1,1,cellular,13,mar,3076,1,-1,0,unknown,yes,0,35-49,1,1.0,never,3,1.0,6.123233995736766e-17,5.0638297872340425
60,technician,married,secondary,no,1740,0,0,cellular,13,mar,296,2,-1,0,unknown,yes,0,50-64,0,2.0,never,3,1.0,6.123233995736766e-17,29.0
36,entrepreneur,divorced,tertiary,no,3407,0,0,cellular,16,mar,392,4,-1,0,unknown,yes,0,35-49,0,4.0,never,3,1.0,6.123233995736766e-17,94.63888888888889
37,services,single,secondary,no,1045,0,0,cellular,17,mar,406,2,41,1,failure,yes,1,35-49,0,1.0,31–90d,3,1.0,6.123233995736766e-17,28.243243243243242
43,admin.,married,secondary,no,132,0,0,cellular,17,mar,220,1,-1,0,unknown,yes,0,35-49,0,1.0,never,3,1.0,6.123233995736766e-17,3.0697674418604652
37,admin.,single,tertiary,no,1000,1,0,cellular,17,mar,195,1,-1,0,unknown,yes,0,35-49,1,1.0,never,3,1.0,6.123233995736766e-17,27.027027027027028
31,management,single,tertiary,no,115,0,0,cellular,17,mar,187,1,-1,0,unknown,yes,0,25-34,0,1.0,never,3,1.0,6.123233995736766e-17,3.7096774193548385
31,technician,married,secondary,no,180,0,0,cellular,17,mar,299,2,-1,0,unknown,yes,0,25-34,0,2.0,never,3,1.0,6.123233995736766e-17,5.806451612903226
30,management,single,tertiary,no,201,1,0,cellular,17,mar,325,2,-1,0,unknown,yes,0,25-34,1,2.0,never,3,1.0,6.123233995736766e-17,6.7
30,management,married,tertiary,no,8089,1,0,cellular,18,mar,232,2,294,2,failure,yes,1,25-34,1,0.6666666666666666,>90d,3,1.0,6.123233995736766e-17,269.6333333333333
32,admin.,single,tertiary,no,8866,0,0,cellular,18,mar,278,2,-1,0,unknown,yes,0,25-34,0,2.0,never,3,1.0,6.123233995736766e-17,277.0625
35,admin.,married,secondary,no,2,1,0,cellular,18,mar,194,1,-1,0,unknown,yes,0,25-34,1,1.0,never,3,1.0,6.123233995736766e-17,0.05714285714285714
59,technician,married,secondary,no,259,0,0,cellular,18,mar,224,1,-1,0,unknown,yes,0,50-64,0,1.0,never,3,1.0,6.123233995736766e-17,4.389830508474576
33,housemaid,single,tertiary,no,1107,1,0,cellular,18,mar,201,1,-1,0,unknown,yes,0,25-34,1,1.0,never,3,1.0,6.123233995736766e-17,33.54545454545455
37,management,single,tertiary,no,1730,0,0,cellular,19,mar,167,1,-1,0,unknown,yes,0,35-49,0,1.0,never,3,1.0,6.123233995736766e-17,46.75675675675676
31,services,married,secondary,no,447,0,0,cellular,19,mar,220,3,-1,0,unknown,yes,0,25-34,0,3.0,never,3,1.0,6.123233995736766e-17,14.419354838709678
26,management,single,tertiary,no,2786,0,0,cellular,23,mar,415,1,-1,0,unknown,yes,0,25-34,0,1.0,never,3,1.0,6.123233995736766e-17,107.15384615384616
53,technician,married,secondary,no,10185,0,0,cellular,23,mar,115,1,-1,0,unknown,yes,0,50-64,0,1.0,never,3,1.0,6.123233995736766e-17,192.16981132075472
34,unemployed,married,secondary,no,978,0,0,cellular,24,mar,132,1,-1,0,unknown,yes,0,25-34,0,1.0,never,3,1.0,6.123233995736766e-17,28.764705882352942
46,management,divorced,tertiary,no,-130,1,0,cellular,24,mar,144,2,-1,0,unknown,yes,0,35-49,1,2.0,never,3,1.0,6.123233995736766e-17,-2.8260869565217392
76,retired,divorced,primary,no,3049,0,0,cellular,24,mar,170,3,-1,0,unknown,yes,0,65+,0,3.0,never,3,1.0,6.123233995736766e-17,40.11842105263158
46,management,married,tertiary,no,11385,0,0,cellular,24,mar,269,3,-1,0,unknown,yes,0,35-49,0,3.0,never,3,1.0,6.123233995736766e-17,247.5
83,retired,divorced,primary,no,46,0,0,cellular,25,mar,115,1,-1,0,unknown,yes,0,65+,0,1.0,never,3,1.0,6.123233995736766e-17,0.5542168674698795
23,student,single,secondary,no,4126,0,0,cellular,25,mar,96,2,-1,0,unknown,yes,0,<25,0,2.0,never,3,1.0,6.123233995736766e-17,179.3913043478261
34,management,single,tertiary,no,212,0,0,cellular,25,mar,278,8,-1,0,unknown,yes,0,25-34,0,8.0,never,3,1.0,6.123233995736766e-17,6.235294117647059
24,student,single,secondary,no,1250,0,0,cellular,25,mar,411,2,-1,0,unknown,yes,0,<25,0,2.0,never,3,1.0,6.123233995736766e-17,52.083333333333336
41,management,divorced,tertiary,no,25,1,1,cellular,26,mar,117,2,-1,0,unknown,yes,0,35-49,1,2.0,never,3,1.0,6.123233995736766e-17,0.6097560975609756
28,admin.,single,secondary,no,1277,0,0,cellular,26,mar,475,1,-1,0,unknown,yes,0,25-34,0,1.0,never,3,1.0,6.123233995736766e-17,45.607142857142854
34,technician,married,secondary,no,390,1,0,cellular,27,mar,95,2,231,2,failure,yes,1,25-34,1,0.6666666666666666,>90d,3,1.0,6.123233995736766e-17,11.470588235294118
77,retired,married,secondary,no,9601,0,0,telephone,27,mar,515,1,-1,0,unknown,yes,0,65+,0,1.0,never,3,1.0,6.123233995736766e-17,124.68831168831169
36,management,married,secondary,no,565,0,0,cellular,27,mar,300,1,-1,0,unknown,yes,0,35-49,0,1.0,never,3,1.0,6.123233995736766e-17,15.694444444444445
58,management,married,tertiary,no,1384,1,0,cellular,27,mar,342,1,-1,0,unknown,yes,0,50-64,1,1.0,never,3,1.0,6.123233995736766e-17,23.862068965517242
46,admin.,married,secondary,no,-522,1,0,cellular,27,mar,243,3,239,13,other,yes,1,35-49,1,0.21428571428571427,>90d,3,1.0,6.123233995736766e-17,-11.347826086956522
59,retired,married,tertiary,no,9676,0,0,telephone,27,mar,234,2,-1,0,unknown,yes,0,50-64,0,2.0,never,3,1.0,6.123233995736766e-17,164.0
19,student,single,primary,no,134,0,0,cellular,27,mar,271,2,-1,0,unknown,yes,0,<25,0,2.0,never,3,1.0,6.123233995736766e-17,7.052631578947368
23,management,single,tertiary,no,2143,0,0,cellular,30,mar,180,2,-1,0,unknown,yes,0,<25,0,2.0,never,3,1.0,6.123233995736766e-17,93.17391304347827
27,management,single,tertiary,no,831,0,0,cellular,30,mar,1081,2,-1,0,unknown,yes,0,25-34,0,2.0,never,3,1.0,6.123233995736766e-17,30.77777777777778
73,retired,divorced,primary,no,2308,0,0,telephone,30,mar,163,2,-1,0,unknown,yes,0,65+,0,2.0,never,3,1.0,6.123233995736766e-17,31.616438356164384
41,management,married,tertiary,no,1468,1,0,cellular,31,mar,237,3,-1,0,unknown,yes,0,35-49,1,3.0,never,3,1.0,6.123233995736766e-17,35.80487804878049
30,admin.,single,tertiary,no,311,0,0,cellular,31,mar,158,2,-1,0,unknown,yes,0,25-34,0,2.0,never,3,1.0,6.123233995736766e-17,10.366666666666667
26,admin.,single,secondary,no,274,0,0,cellular,1,apr,351,3,-1,0,unknown,yes,0,25-34,0,3.0,never,4,0.8660254037844387,-0.49999999999999983,10.538461538461538
38,blue-collar,single,tertiary,no,172,1,0,cellular,1,apr,1176,1,-1,0,unknown,yes,0,35-49,1,1.0,never,4,0.8660254037844387,-0.49999999999999983,4.526315789473684
46,management,divorced,tertiary,no,507,1,0,cellular,1,apr,1196,1,-1,0,unknown,yes,0,35-49,1,1.0,never,4,0.8660254037844387,-0.49999999999999983,11.021739130434783
27,technician,single,tertiary,no,393,0,0,cellular,1,apr,165,2,-1,0,unknown,yes,0,25-34,0,2.0,never,4,0.8660254037844387,-0.49999999999999983,14.555555555555555
63,self-employed,married,tertiary,no,-39,0,0,cellular,1,apr,387,2,-1,0,unknown,yes,0,50-64,0,2.0,never,4,0.8660254037844387,-0.49999999999999983,-0.6190476190476191
34,admin.,married,secondary,no,1474,0,0,cellular,2,apr,739,2,-1,0,unknown,yes,0,25-34,0,2.0,never,4,0.8660254037844387,-0.49999999999999983,43.35294117647059
32,admin.,single,secondary,no,471,0,1,cellular,2,apr,243,3,-1,0,unknown,yes,0,25-34,1,3.0,never,4,0.8660254037844387,-0.49999999999999983,14.71875
33,management,single,tertiary,no,3161,1,0,cellular,2,apr,313,3,-1,0,unknown,yes,0,25-34,1,3.0,never,4,0.8660254037844387,-0.49999999999999983,95.78787878787878
47,blue-collar,married,secondary,no,1612,1,0,cellular,2,apr,1164,1,-1,0,unknown,yes,0,35-49,1,1.0,never,4,0.8660254037844387,-0.49999999999999983,34.297872340425535
48,admin.,divorced,secondary,no,4099,0,0,cellular,2,apr,397,2,-1,0,unknown,yes,0,35-49,0,2.0,never,4,0.8660254037844387,-0.49999999999999983,85.39583333333333
58,unknown,married,unknown,no,68,0,0,cellular,2,apr,268,1,-1,0,unknown,yes,0,50-64,0,1.0,never,4,0.8660254037844387,-0.49999999999999983,1.1724137931034482
50,management,married,tertiary,no,414,1,0,cellular,3,apr,707,1,302,3,failure,yes,1,35-49,1,0.25,>90d,4,0.8660254037844387,-0.49999999999999983,8.28
26,blue-collar,single,secondary,no,5005,0,1,cellular,3,apr,117,1,-1,0,unknown,yes,0,25-34,1,1.0,never,4,0.8660254037844387,-0.49999999999999983,192.5
39,blue-collar,married,secondary,no,1756,1,0,cellular,3,apr,939,1,-1,0,unknown,yes,0,35-49,1,1.0,never,4,0.8660254037844387,-0.49999999999999983,45.02564102564103
55,blue-collar,divorced,secondary,no,1613,1,0,cellular,3,apr,296,1,270,3,failure,yes,1,50-64,1,0.25,>90d,4,0.8660254037844387,-0.49999999999999983,29.327272727272728
41,self-employed,married,secondary,no,3123,1,0,cellular,3,apr,1203,2,135,2,failure,yes,1,35-49,1,0.6666666666666666,>90d,4,0.8660254037844387,-0.49999999999999983,76.17073170731707
54,entrepreneur,divorced,unknown,no,4736,1,0,telephone,6,apr,475,6,307,5,failure,yes,1,50-64,1,1.0,>90d,4,0.8660254037844387,-0.49999999999999983,87.70370370370371
33,technician,single,tertiary,no,127,1,0,cellular,6,apr,583,2,222,17,failure,yes,1,25-34,1,0.1111111111111111,>90d,4,0.8660254037844387,-0.49999999999999983,3.8484848484848486
42,management,single,tertiary,no,11891,0,0,cellular,6,apr,158,1,-1,0,unknown,yes,0,35-49,0,1.0,never,4,0.8660254037844387,-0.49999999999999983,283.1190476190476
50,blue-collar,married,primary,no,4979,0,0,telephone,6,apr,180,1,-1,0,unknown,yes,0,35-49,0,1.0,never,4,0.8660254037844387,-0.49999999999999983,99.58
40,management,married,secondary,no,754,0,1,cellular,6,apr,635,1,-1,0,unknown,yes,0,35-49,1,1.0,never,4,0.8660254037844387,-0.49999999999999983,18.85
37,admin.,married,secondary,no,1207,1,0,telephone,6,apr,1353,2,138,2,success,yes,1,35-49,1,0.6666666666666666,>90d,4,0.8660254037844387,-0.49999999999999983,32.62162162162162
44,blue-collar,single,secondary,no,712,1,1,cellular,6,apr,740,3,-1,0,unknown,yes,0,35-49,1,3.0,never,4,0.8660254037844387,-0.49999999999999983,16.181818181818183
30,blue-collar,single,tertiary,no,297,0,0,cellular,7,apr,465,4,-1,0,unknown,yes,0,25-34,0,4.0,never,4,0.8660254037844387,-0.49999999999999983,9.9
26,self-employed,single,secondary,no,3676,0,0,cellular,7,apr,148,1,-1,0,unknown,yes,0,25-34,0,1.0,never,4,0.8660254037844387,-0.49999999999999983,141.3846153846154
47,unemployed,married,secondary,no,817,0,0,cellular,7,apr,721,4,-1,0,unknown,yes,0,35-49,0,4.0,never,4,0.8660254037844387,-0.49999999999999983,17.382978723404257
46,blue-collar,single,tertiary,no,283,0,0,cellular,7,apr,299,1,-1,0,unknown,yes,0,35-49,0,1.0,never,4,0.8660254037844387,-0.49999999999999983,6.1521739130434785
25,admin.,single,secondary,no,82,0,1,cellular,7,apr,104,2,-1,0,unknown,yes,0,<25,1,2.0,never,4,0.8660254037844387,-0.49999999999999983,3.28
56,technician,married,secondary,no,2847,0,0,cellular,8,apr,327,1,-1,0,unknown,yes,0,50-64,0,1.0,never,4,0.8660254037844387,-0.49999999999999983,50.839285714285715
36,blue-collar,single,secondary,no,1822,1,0,cellular,8,apr,952,1,323,1,other,yes,1,35-49,1,0.5,>90d,4,0.8660254037844387,-0.49999999999999983,50.611111111111114
35,technician,single,secondary,no,16,1,0,cellular,8,apr,903,1,-1,0,unknown,yes,0,25-34,1,1.0,never,4,0.8660254037844387,-0.49999999999999983,0.45714285714285713
54,unemployed,married,secondary,no,377,0,0,cellular,8,apr,1134,1,-1,0,unknown,yes,0,50-64,0,1.0,never,4,0.8660254037844387,-0.49999999999999983,6.981481481481482
48,management,married,secondary,no,4415,1,0,cellular,8,apr,1032,3,141,7,failure,yes,1,35-49,1,0.375,>90d,4,0.8660254037844387,-0.49999999999999983,91.97916666666667
32,technician,married,secondary,no,303,1,0,cellular,8,apr,150,1,267,4,failure,yes,1,25-34,1,0.2,>90d,4,0.8660254037844387,-0.49999999999999983,9.46875
60,admin.,divorced,secondary,no,12039,0,0,telephone,8,apr,236,1,-1,0,unknown,yes,0,50-64,0,1.0,never,4,0.8660254037844387,-0.49999999999999983,200.65
67,retired,married,secondary,no,1443,0,0,cellular,8,apr,245,1,-1,0,unknown,yes,0,65+,0,1.0,never,4,0.8660254037844387,-0.49999999999999983,21.53731343283582
32,management,single,tertiary,no,1781,0,0,cellular,8,apr,321,1,-1,0,unknown,yes,0,25-34,0,1.0,never,4,0.8660254037844387,-0.49999999999999983,55.65625
26,admin.,married,secondary,no,3415,0,0,cellular,8,apr,209,1,-1,0,unknown,yes,0,25-34,0,1.0,never,4,0.8660254037844387,-0.49999999999999983,131.34615384615384
33,management,single,tertiary,no,318,1,0,cellular,8,apr,1190,1,141,3,other,yes,1,25-34,1,0.25,>90d,4,0.8660254037844387,-0.49999999999999983,9.636363636363637
21,student,single,primary,no,423,0,0,cellular,8,apr,104,5,-1,0,unknown,yes,0,<25,0,5.0,never,4,0.8660254037844387,-0.49999999999999983,20.142857142857142
30,technician,single,secondary,no,2544,0,0,cellular,8,apr,108,2,-1,0,unknown,yes,0,25-34,0,2.0,never,4,0.8660254037844387,-0.49999999999999983,84.8
27,student,single,secondary,no,2614,0,0,cellular,8,apr,143,2,-1,0,unknown,yes,0,25-34,0,2.0,never,4,0.8660254037844387,-0.49999999999999983,96.81481481481481
30,services,single,secondary,no,1268,1,0,cellular,8,apr,105,4,320,8,other,yes,1,25-34,1,0.4444444444444444,>90d,4,0.8660254037844387,-0.49999999999999983,42.266666666666666
36,blue-collar,married,secondary,no,536,1,0,cellular,8,apr,274,3,-1,0,unknown,yes,0,35-49,1,3.0,never,4,0.8660254037844387,-0.49999999999999983,14.88888888888889
27,admin.,married,secondary,no,1293,1,0,cellular,8,apr,1665,3,-1,0,unknown,yes,0,25-34,1,3.0,never,4,0.8660254037844387,-0.49999999999999983,47.888888888888886
29,management,single,tertiary,no,1377,0,0,cellular,8,apr,548,2,-1,0,unknown,yes,0,25-34,0,2.0,never,4,0.8660254037844387,-0.49999999999999983,47.48275862068966
38,blue-collar,single,secondary,no,2580,1,0,cellular,8,apr,1691,2,264,3,failure,yes,1,35-49,1,0.5,>90d,4,0.8660254037844387,-0.49999999999999983,67.89473684210526
23,admin.,single,tertiary,no,314,0,1,cellular,8,apr,142,4,-1,0,unknown,yes,0,<25,1,4.0,never,4,0.8660254037844387,-0.49999999999999983,13.652173913043478
38,technician,married,tertiary,no,206,0,0,cellular,8,apr,350,2,-1,0,unknown,yes,0,35-49,0,2.0,never,4,0.8660254037844387,-0.49999999999999983,5.421052631578948
30,technician,single,secondary,no,3286,1,0,cellular,9,apr,743,1,-1,0,unknown,yes,0,25-34,1,1.0,never,4,0.8660254037844387,-0.49999999999999983,109.53333333333333
41,services,married,secondary,no,803,1,0,cellular,9,apr,592,4,316,3,failure,yes,1,35-49,1,1.0,>90d,4,0.8660254037844387,-0.49999999999999983,19.585365853658537
33,technician,single,secondary,no,719,1,0,cellular,9,apr,448,2,316,6,failure,yes,1,25-34,1,0.2857142857142857,>90d,4,0.8660254037844387,-0.49999999999999983,21.78787878787879
35,admin.,married,secondary,no,898,1,0,cellular,9,apr,214,1,-1,0,unknown,yes,0,25-34,1,1.0,never,4,0.8660254037844387,-0.49999999999999983,25.65714285714286
29,admin.,married,tertiary,no,332,0,0,cellular,9,apr,179,1,-1,0,unknown,yes,0,25-34,0,1.0,never,4,0.8660254037844387,-0.49999999999999983,11.448275862068966
68,retired,divorced,primary,no,695,0,0,cellular,9,apr,233,1,-1,0,unknown,yes,0,65+,0,1.0,never,4,0.8660254037844387,-0.49999999999999983,10.220588235294118
20,student,single,secondary,no,1819,0,0,cellular,9,apr,245,3,-1,0,unknown,yes,0,<25,0,3.0,never,4,0.8660254037844387,-0.49999999999999983,90.95
30,management,single,tertiary,no,2544,0,0,cellular,9,apr,152,2,-1,0,unknown,yes,0,25-34,0,2.0,never,4,0.8660254037844387,-0.49999999999999983,84.8
32,blue-collar,married,secondary,no,759,1,0,cellular,9,apr,317,5,-1,0,unknown,yes,0,25-34,1,5.0,never,4,0.8660254037844387,-0.49999999999999983,23.71875
28,management,divorced,tertiary,no,229,1,0,cellular,9,apr,1042,2,315,2,other,yes,1,25-34,1,0.6666666666666666,>90d,4,0.8660254037844387,-0.49999999999999983,8.178571428571429
45,blue-collar,married,secondary,no,96,1,0,cellular,13,apr,348,3,256,2,failure,yes,1,35-49,1,1.0,>90d,4,0.8660254037844387,-0.49999999999999983,2.1333333333333333
29,technician,single,secondary,no,110,1,0,cellular,13,apr,1036,1,-1,0,unknown,yes,0,25-34,1,1.0,never,4,0.8660254037844387,-0.49999999999999983,3.793103448275862
31,blue-collar,married,secondary,no,1406,1,1,cellular,13,apr,1091,2,-1,0,unknown,yes,0,25-34,1,2.0,never,4,0.8660254037844387,-0.49999999999999983,45.354838709677416
